name,stores,released,rating,rating_top,ratings_count,suggestions_count,reviews_count,parent_platforms,genres
The Stare,Steam,2025-07-25,0.0,0,0,0,0,PC,"Indie, Strategy, Adventure, Action"
Ascent of Ashes,"Steam, GOG",2025-07-25,0.0,0,0,242,0,PC,"Indie, Strategy, Adventure, Simulation"
Quiverless,Steam,2025-07-25,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, Action"
Red Pearl Pirates,Steam,2025-07-27,0.0,0,0,0,0,"PC, Linux","Indie, Strategy, Adventure, Simulation"
Confidentiality Agreement,Steam,2025-07-25,0.0,0,0,0,0,PC,"Indie, Simulation"
Echoes of the Architects,Steam,2025-07-25,0.0,0,0,0,0,PC,"Strategy, Indie, Simulation"
GeoJet,Steam,2025-07-25,0.0,0,0,0,0,PC,"Casual, Racing, Strategy, Indie"
Milf Collection,Steam,2025-07-25,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie, Adventure"
Ironseed 2: Consensus,Steam,2025-07-25,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Strategy, Indie, RPG"
Ghost Kitchen,Steam,2025-07-25,0.0,0,0,0,0,PC,"Casual, Indie"
Nudity Beach Simulator 2025,Steam,2025-07-25,0.0,0,0,0,0,PC,"Adventure, Simulation"
Ghostmoons - Arcade,Steam,2025-07-25,0.0,0,0,0,0,PC,"Action, Simulation"
Relicbound,Steam,2025-07-27,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Fragile Packages: Handle with Care,Steam,2025-07-25,0.0,0,0,0,0,PC,"Adventure, Action, Casual, Simulation, Indie"
Dark Age Legends,Steam,2025-07-25,0.0,0,0,0,0,PC,"Adventure, Action, RPG, Strategy, Indie"
Lost Luminosity,Steam,2025-07-25,0.0,0,0,0,0,PC,"Indie, Adventure"
Pookie has a Fantasy 2,Steam,2025-07-25,0.0,0,0,0,0,PC,"Casual, Simulation"
Legacy of the Fallen,Steam,2025-07-25,0.0,0,0,0,0,"PC, Linux","Indie, RPG"
梦境物语,Steam,2025-07-26,0.0,0,0,0,0,PC,Strategy
Zombolion,Steam,2025-07-26,0.0,0,0,0,0,PC,"Strategy, Indie, Action"
Naked Lust and Burning Passions,Steam,2025-07-26,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
TAXI: Average City,Steam,2025-07-26,0.0,0,0,0,0,PC,"Casual, Indie, Action, Simulation"
SpeedCoins,Steam,2025-07-03,0.0,0,0,0,0,"PC, Linux","Indie, Adventure, Action"
The Thistle and the Flower,Steam,2025-07-03,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie"
BE 忍者,Steam,2025-06-30,0.0,0,0,0,0,PC,"Casual, Indie, RPG"
Love Sphere,Steam,2025-06-30,0.0,0,0,0,0,PC,"Indie, Adventure"
Radiant: Guardians of Light,Steam,2025-06-30,0.0,0,0,0,0,"PC, Apple Macintosh","Adventure, Action, RPG, Casual, Indie"
Nippon Dojo,Steam,2025-06-30,0.0,0,0,0,0,PC,"Casual, Indie, RPG"
Beer Runner,Steam,2025-01-18,0.0,0,0,122,0,PC,"Casual, Indie, Adventure, Action"
비행? 청춘!,Steam,2025-06-30,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Beyond the Red Door,Steam,2025-06-30,0.0,0,0,0,0,PC,Action
Idle Universe Creator,Steam,2025-06-30,0.0,0,0,0,0,PC,Casual
Branch Collector,Steam,2025-06-30,0.0,0,0,0,0,PC,"Casual, Strategy, Indie, Simulation"
PULLBACK RACERS,Steam,2025-06-30,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Racing, Indie, Action"
Network Nodes,Steam,2025-06-30,0.0,0,0,0,0,PC,"Casual, Indie"
Springuins,Steam,2025-06-30,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Indie"
Silly Tanks,Steam,2025-07-03,0.0,0,0,0,0,PC,"Casual, Indie, Action"
My Pet Flesh Monster,Steam,2025-07-01,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Ogopogo,Steam,2025-07-01,0.0,0,0,0,0,PC,"Casual, Strategy, Adventure"
Tradie Tapper,Steam,2025-06-30,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
75 Demons,Steam,2025-06-30,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
Endless mind,Steam,2025-06-30,0.0,0,0,0,0,PC,"Indie, Adventure"
Survive the Descent,Steam,2025-06-30,0.0,0,0,0,0,PC,Indie
hgmGame-lion,Steam,2025-07-03,0.0,0,0,0,0,PC,Casual
番言薯语,Steam,2025-06-30,0.0,0,0,0,0,PC,"RPG, Casual, Strategy, Simulation, Indie"
2Deez,Steam,2025-06-30,0.0,0,0,0,0,PC,"Indie, Action"
Trapped At Home,Steam,2025-06-30,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Slimy Harvest,Steam,2025-07-01,0.0,0,0,0,0,PC,Simulation
Rat Race Combat: Zombie Tribute,Steam,2025-07-01,0.0,0,0,0,0,PC,"Indie, Action"
Trytka,Steam,2025-07-01,0.0,0,0,0,0,PC,"Indie, Action"
Neon Shift,Steam,2025-07-01,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Racing, Indie, Action"
KillHer,Steam,2025-07-03,0.0,0,0,0,0,PC,"Casual, Indie, RPG, Simulation"
Planets Ambrosia,Steam,2025-07-01,0.0,0,0,0,0,PC,"Casual, Indie, Action"
Idle Crypto Mining,Steam,2025-07-01,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Jojon Wik,Steam,2025-07-01,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Don't Mess With Bober,Steam,2025-07-03,0.0,0,0,0,0,PC,Indie
Hentai Girls: Lust [18+],Steam,2025-07-03,0.0,0,0,0,0,PC,"Casual, Indie, RPG"
100 Cats Lost In Japan Find & Color,Steam,2025-07-03,0.0,0,0,0,0,PC,"Casual, Indie"
Music Drive: Chase the Beat,Steam,2025-07-03,0.0,0,0,0,0,PC,"Racing, Adventure, Action, Indie"
Chosen War,Steam,2025-07-03,0.0,0,0,0,0,PC,"Strategy, Indie"
Hemera,Steam,2025-07-03,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Indie, Adventure, Action"
The Coffin of Sarah,Steam,2025-07-03,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
Bytecollector,Steam,2025-07-02,0.0,0,0,0,0,PC,"Casual, Indie"
Demonbyte,Steam,2025-07-02,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
Sweet Delivery,Steam,2025-07-03,0.0,0,0,0,0,PC,"Casual, Indie"
Idle Time Slime,Steam,2025-07-03,0.0,0,0,0,0,PC,"Casual, Indie"
Milly's Meadow,Steam,2025-07-03,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Lixing's Picross World,Steam,2025-07-03,0.0,0,0,0,0,PC,"Casual, Strategy"
茶ノ魔 -Cha-No-Ma,Steam,2025-06-25,0.0,0,0,0,0,PC,"Casual, Indie"
Founder of the Final Cult,Steam,2025-06-26,0.0,0,0,0,0,"PC, Apple Macintosh, Linux",Action
Pirate Go: Bravo,Steam,2025-06-22,0.0,0,0,0,0,PC,Casual
My Tiny Room,Steam,2025-06-22,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Run the Rings,Steam,2025-06-23,0.0,0,0,0,0,"PC, Apple Macintosh, Linux",Strategy
Ominous Stew,Steam,2025-06-23,0.0,0,0,0,0,PC,"Casual, Indie, Action, Simulation"
Sparganator,Steam,2025-06-23,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Robots with Guns,Steam,2025-06-25,0.0,0,0,0,0,PC,"Indie, Action"
Hnefatafl Online,Steam,2025-06-26,0.0,0,0,0,0,"PC, Apple Macintosh","Strategy, Indie, Simulation"
Plumber’s Legacy,Steam,2025-06-26,0.0,0,0,0,0,PC,"Indie, Strategy, Adventure, Action"
Voracious,Steam,2025-06-26,0.0,0,0,0,0,PC,"Strategy, Adventure"
Beat Bulwark,Steam,2025-06-23,0.0,0,0,0,0,PC,"Indie, Action"
Vesnith Tapes,Steam,2025-06-23,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Chinchón,Steam,2025-06-23,0.0,0,0,0,0,PC,"Casual, Strategy"
Monkey King Simulator Special Edition,Steam,2025-06-23,0.0,0,0,0,0,PC,"Indie, Action, RPG"
Fenced In,Steam,2025-06-24,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Strategy, Indie, Action"
Gravedigger,Steam,2025-06-23,0.0,0,0,0,0,PC,"Casual, Indie, RPG, Simulation"
Tech Market Simulator,Steam,2025-06-23,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
MPPP - Multidimensional Paper Plane Project,Steam,2025-06-23,0.0,0,0,0,0,PC,"Casual, Indie, Action"
Line Goes UP,Steam,2025-06-22,0.0,0,0,0,0,PC,"Strategy, Indie"
Hope: a potato story,Steam,2025-06-23,0.0,0,0,0,0,PC,"Casual, Indie, Action"
Nanomon Virtual Pet,"Steam, GOG",2025-06-24,0.0,0,0,260,0,PC,"Adventure, Action, RPG, Casual, Simulation, Indie"
Heroes of Mount Dragon,Steam,2025-06-25,0.0,0,0,0,0,PC,"Indie, Action"
Tiny Kings,Steam,2025-06-26,0.0,0,0,0,0,PC,"Casual, Strategy, Simulation"
FARLAND SAGA II Saturn Tribute,Steam,2025-06-25,0.0,0,0,0,0,PC,"RPG, Simulation"
BraceUp VR,Steam,2025-06-26,0.0,0,0,0,0,PC,"Indie, Sports"
你救世主播？,Steam,2025-06-26,0.0,0,0,0,0,PC,"Casual, Adventure, Action"
Frog Jump,Steam,2025-06-26,0.0,0,0,0,0,PC,"Racing, Adventure, Action, Casual, Strategy, Indie"
Eternal Affairs,Steam,2025-06-26,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, RPG"
The Chess,Steam,2025-06-26,0.0,0,0,0,0,PC,"Casual, Strategy, Indie, RPG"
La Galerie des Toilettes,Steam,2025-06-26,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Aeternum Grand Plaza,Steam,2025-06-23,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Into the M.A.W.,Steam,2025-06-23,0.0,0,0,0,0,PC,"Action, RPG, Strategy, Simulation, Indie"
Theanthria,Steam,2025-06-26,0.0,0,0,0,0,PC,"Indie, Simulation"
Sivar Race El Salvador,Steam,2025-06-26,0.0,0,0,0,0,PC,"Casual, Racing, Simulation"
Mole Digging,Steam,2025-06-25,0.0,0,0,0,0,PC,Casual
Isekai Sex Boutique,Steam,2025-06-25,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Revenant: Through The Veil,Steam,2025-06-24,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Exo-Calibre,Steam,2025-06-25,0.0,0,0,0,0,PC,"Indie, Action"
Fief Lord,Steam,2025-06-25,0.0,0,0,0,0,PC,"RPG, Casual, Strategy, Simulation, Indie"
Villa No. 1,Steam,2025-06-24,0.0,0,0,0,0,PC,"Strategy, Indie, RPG"
Zombie Rollerz: The Last Ship,Steam,2025-06-24,0.0,0,0,0,0,PC,"Indie, Strategy, Adventure, Action"
Fluffy Memories,Steam,2025-06-24,0.0,0,0,0,0,PC,"Casual, Indie"
Hexbotica,Steam,2025-06-24,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
Naica Online,Steam,2025-06-24,0.0,0,0,0,0,PC,"Indie, Massively Multiplayer, RPG"
Warning,Steam,2025-06-24,0.0,0,0,0,0,PC,"Casual, Indie, Action, Simulation"
Grim-chan's Soul Fight,Steam,2025-06-24,0.0,0,0,0,0,PC,Casual
RWSD,Steam,2025-06-24,0.0,0,0,0,0,PC,"Action, Simulation"
Escape The MonStalkers!,Steam,2025-06-25,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
ThrowDown,Steam,2025-06-25,0.0,0,0,0,0,PC,Strategy
Shambles: Sons of Apocalypse,Steam,2025-06-26,0.0,0,0,0,0,PC,"Indie, Strategy, Adventure, RPG"
Tour de France 2025,Steam,2025-06-05,0.0,0,0,0,0,PC,"Racing, Casual, Strategy, Simulation, Sports"
Past Mistakes - Act I,Steam,2025-07-30,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie, Simulation"
Runaway Mole,Steam,2025-07-31,0.0,0,0,0,0,PC,"Casual, Indie"
Operation REMODE,Steam,2025-07-28,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Gradient Flow,Steam,2025-07-28,0.0,0,0,0,0,PC,Racing
The Fable of Fairy Glen,Steam,2025-07-28,0.0,0,0,0,0,PC,
Flipto,Steam,2025-07-28,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Strategy, Indie"
Zombie Ants VR: Definitive Edition,Steam,2025-07-28,0.0,0,0,0,0,PC,"Adventure, Simulation"
Irbet Tong,Steam,2025-07-28,0.0,0,0,0,0,PC,Adventure
Numenclature,Steam,2025-07-28,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Rewire,Steam,2025-07-28,0.0,0,0,65,0,PC,"Casual, Indie, Strategy, Adventure"
Tradewake,Steam,2025-07-28,0.0,0,0,0,0,PC,"Casual, Strategy, Adventure"
The Darkest Dusk,Steam,2025-07-29,0.0,0,0,0,0,PC,"Indie, Adventure"
Primal Planet - Soundtrack Pack,GOG,2025-07-27,0.0,0,0,0,0,PC,
寻找自由的星星 The Star That Longed to Be Free,Steam,2025-07-30,0.0,0,0,0,0,PC,"Casual, Indie, Adventure"
LiminalHorror,Steam,2025-07-30,0.0,0,0,0,0,PC,"Indie, Adventure"
The Rotting Man | 悪臭男,Steam,2025-07-30,0.0,0,0,0,0,PC,Indie
Witches' Hand,Steam,2025-07-30,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
Tilebound,Steam,2025-07-30,0.0,0,0,0,0,PC,"Strategy, Indie"
Fire Hop,Steam,2025-07-30,0.0,0,0,0,0,PC,"Strategy, Indie, Action"
Test Zero,Steam,2025-07-30,0.0,0,0,0,0,PC,"Indie, Action"
The Last Flight: Return Home,Steam,2025-07-31,0.0,0,0,0,0,PC,"Indie, Adventure"
"Dreaming in Cherry Blossoms, I Fall in Love with You",Steam,2025-07-31,0.0,0,0,0,0,PC,"Adventure, Simulation"
The Inconvenient Platformer,Steam,2025-07-31,0.0,0,0,0,0,PC,Indie
Orbi Universo II,Steam,2025-07-31,0.0,0,0,0,0,PC,"Strategy, Indie, Simulation"
Hentai Furry Pony,Steam,2025-07-31,0.0,0,0,0,0,PC,"Casual, Indie"
Spirit Knight,Steam,2025-07-31,0.0,0,0,0,0,PC,"Indie, Action"
FOOS,Steam,2025-07-31,0.0,0,0,0,0,PC,Indie
R.E.M. Rage,Steam,2025-07-31,0.0,0,0,0,0,PC,"Indie, Action"
Twin Trials,Steam,2025-07-31,0.0,0,0,0,0,PC,"Indie, Action"
A Hundred Years of Love and Death,Steam,2025-07-31,0.0,0,0,0,0,PC,"Indie, Adventure, RPG"
Velo Pro Racer,Steam,2025-07-31,0.0,0,0,0,0,"PC, Apple Macintosh","Racing, Strategy, Simulation, Sports, Indie"
TunTunWorld,Steam,2025-07-30,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
Outpost Legends,Steam,2025-07-30,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Sports"
Zombie Outbreak: Undead Survival,Steam,2025-07-30,0.0,0,0,0,0,PC,"Adventure, Action"
Tank Rectangle,Steam,2025-07-30,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
The Lost Time Chronicles,Steam,2025-07-30,0.0,0,0,0,0,"PC, Linux","Casual, Indie, Adventure, Simulation"
Tower Networking Inc.,Steam,2025-07-30,0.0,0,0,0,0,"PC, Linux","Strategy, Indie, Simulation"
Spy Drops,Steam,2025-07-30,0.0,0,0,0,0,PC,"Indie, Action"
MOTTAINAI GHOST,Steam,2025-07-31,0.0,0,0,0,0,"PC, Apple Macintosh","Indie, Action"
MustScream,Steam,2025-07-30,0.0,0,0,0,0,PC,"Casual, Indie, Action"
BUGFIXER INO,Steam,2025-07-29,0.0,0,0,0,0,PC,Adventure
100 Berlin Cats,Steam,2025-07-29,0.0,0,0,0,0,PC,"Casual, Indie"
OiiAi Cat,Steam,2025-07-29,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Travel Cuisine 3: The Sea of Flavours Collector's Edition,Steam,2025-07-30,0.0,0,0,0,0,PC,"Casual, Strategy, Adventure, Simulation"
"City Lights, Old Flames",Steam,2025-07-29,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, Simulation"
电子厂之城,Steam,2025-07-29,0.0,0,0,0,0,PC,Indie
Monmusu Paradise ~Visitors~,Steam,2025-07-31,0.0,0,0,0,0,PC,"Adventure, Action, Casual, Simulation, Indie"
Fly to death! 2D Jumping Game,Steam,2025-07-31,0.0,0,0,0,0,PC,"Casual, Action, Simulation"
Hell's Kitchen,Steam,2025-07-14,0.0,0,0,134,0,PC,"Indie, Simulation"
Sex Empire - Episode 1,Steam,2025-08-03,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie, Adventure"
Lakeside Has No Lake!!,Steam,2025-08-03,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
驾考家园,Steam,2025-08-03,0.0,0,0,0,0,PC,"Racing, Simulation"
Vestigia: Joust,Steam,2025-08-02,0.0,0,0,0,0,PC,"Casual, Indie, Action, Simulation"
Aslimelate,Steam,2025-08-02,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
Fear of Energy,Steam,2025-08-02,0.0,0,0,0,0,PC,"Indie, Action"
Combo Master,Steam,2025-08-02,0.0,0,0,0,0,PC,"Casual, Strategy, Action"
Battleships Combat: Evolved,Steam,2025-08-03,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Strategy, Indie"
Bryan's Indie Collection,Steam,2025-08-03,0.0,0,0,0,0,PC,"Indie, Action"
Liese in the City of Trials,Steam,2025-08-01,0.0,0,0,0,0,PC,Adventure
Toilet Battle Hero,Steam,2025-07-01,0.0,0,0,0,0,"PC, Apple Macintosh",Casual
道之战,Steam,2025-07-31,0.0,0,0,0,0,PC,"Indie, Action, RPG"
Polariball,Steam,2025-07-31,0.0,0,0,58,0,"PC, Linux","Casual, Indie"
放学后,Steam,2025-07-31,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, RPG"
MiM: Meditation Interactive Matrix,Steam,2025-07-31,0.0,0,0,0,0,"PC, Linux","Casual, Indie, Simulation"
漂流、のち、座礁,Steam,2025-07-31,0.0,0,0,0,0,PC,Indie
TicTacBlow,Steam,2025-08-01,0.0,0,0,0,0,PC,"Casual, Strategy"
一橋動物記,Steam,2025-07-31,0.0,0,0,0,0,PC,"Indie, Adventure, RPG"
"Chess, Texas",Steam,2025-07-31,0.0,0,0,0,0,"PC, Apple Macintosh",Strategy
Major Party Racing,Steam,2025-08-01,0.0,0,0,0,0,PC,"Racing, Casual, Simulation, Sports, Indie"
Blackrock,Steam,2025-08-01,0.0,0,0,0,0,PC,"Strategy, Action"
SquareMan-Boy,Steam,2025-08-01,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, Action"
Light of the Eternal Night,Steam,2025-08-01,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, Adventure, Action, RPG"
Copy: Two Man Too Many,Steam,2025-08-01,0.0,0,0,0,0,PC,"Indie, Adventure"
Demonic Kiss,Steam,2025-08-03,0.0,0,0,0,0,PC,Casual
Instruments of Peace,Steam,2025-08-01,0.0,0,0,0,0,PC,"Indie, Action"
A Sexy Tour With: Elsie,Steam,2025-08-01,0.0,0,0,0,0,PC,"Casual, Indie"
Hydro,Steam,2025-08-01,0.0,0,0,0,0,PC,"Casual, Indie, Action, Simulation"
Passion Rift,Steam,2025-08-01,0.0,0,0,0,0,PC,"Casual, Indie, Action"
Guild Hall Simulator: Prologue,Steam,2025-08-01,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
One Hard Game Please!,Steam,2025-08-01,0.0,0,0,0,0,PC,Strategy
Project Fleet,Steam,2025-08-01,0.0,0,0,0,0,PC,"Casual, Strategy"
Pokettohiro,Steam,2025-08-01,0.0,0,0,0,0,PC,"Adventure, Action"
The Last King,Steam,2025-08-01,0.0,0,0,0,0,PC,"Strategy, Action, RPG"
Mischief,Steam,2025-08-01,0.0,0,0,0,0,"PC, Apple Macintosh","Adventure, Action, RPG, Casual, Indie"
Secrets of Blackrock Manor - Escape Room,Steam,2025-08-01,0.0,0,0,0,0,PC,Adventure
Flower Escape,Steam,2025-08-11,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie, Adventure, RPG"
Sinoda,Steam,2025-08-11,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Strategy, Indie"
Mythscroll,Steam,2025-08-11,0.0,0,0,0,0,"PC, Linux","Indie, Adventure, RPG, Simulation"
Project Origin,Steam,2025-08-12,0.0,0,0,0,0,"PC, Apple Macintosh",RPG
Nocturnal Whispers,Steam,2025-08-11,0.0,0,0,0,0,PC,Indie
Shrouded Aspect,Steam,2025-08-12,0.0,0,0,0,0,"PC, Apple Macintosh","Strategy, Indie, RPG"
Reflections of Life: Hearts Taken Collector's Edition,Steam,2025-08-12,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Adventure"
LiveTale: Sandbox Game for Immersive Group Roleplay,Steam,2025-08-12,0.0,0,0,0,0,"PC, Apple Macintosh","Indie, Adventure, RPG"
Eridani Survivors,Steam,2025-08-12,0.0,0,0,0,0,"PC, Linux",Action
Dominated by: Yandere Goth Gamer Girl 2,Steam,2025-08-12,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, Simulation"
Dominated by: Yandere Goth Girlfriend 5,Steam,2025-08-12,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, Simulation"
Mobile Buncha,Steam,2025-08-12,0.0,0,0,0,0,PC,"Casual, Indie"
BOOSTRUSH,Steam,2025-08-14,0.0,0,0,0,0,PC,Casual
Zhigu Military Exorcist,Steam,2025-08-12,0.0,0,0,0,0,"PC, Apple Macintosh","Indie, Action"
WAG,Steam,2025-08-13,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
swingmania,Steam,2025-08-13,0.0,0,0,0,0,"PC, Linux","Indie, Action, Sports"
Apoclone,Steam,2025-08-11,0.0,0,0,0,0,PC,"Casual, Strategy, Adventure, RPG"
College Baseball: Dynasty Builder,Steam,2025-08-11,0.0,0,0,0,0,PC,"Strategy, Simulation, Sports"
CheeseCatToe,Steam,2025-08-11,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
Threads of War,Steam,2025-08-14,0.0,0,0,0,0,PC,"Indie, Action, RPG"
Kebabstar: Prologue🌯,Steam,2025-08-14,0.0,0,0,0,0,PC,"Indie, Action, RPG, Simulation"
Hentai Milf Syndicate,Steam,2025-08-14,0.0,0,0,0,0,PC,"Casual, Indie"
TOUQI,Steam,2025-08-13,0.0,0,0,0,0,PC,"Indie, Adventure, RPG"
Harem Of Three Thousand,Steam,2025-08-13,0.0,0,0,0,0,PC,"Casual, Strategy"
Holy Carrot Simulator,Steam,2025-08-14,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Sex Game - Naughty Couple - Episode 4,Steam,2025-08-14,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Adventure, Simulation"
Yaarmi Tycoon,Steam,2025-08-14,0.0,0,0,0,0,PC,"Strategy, Indie, Simulation"
Kevin Toms Football Star Manager,Steam,2025-08-14,0.0,0,0,0,0,PC,"Casual, Strategy, Simulation, Sports"
EscapeSimulator,Steam,2025-08-14,0.0,0,0,0,0,PC,"Casual, Strategy, Simulation"
Lost my Collection of 100 Shells,Steam,2025-08-14,0.0,0,0,0,0,PC,"Casual, Indie"
Dive and Dine Simulator,Steam,2025-08-14,0.0,0,0,0,0,PC,"Adventure, Simulation"
SUPERSWEEP,Steam,2025-08-14,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
Iwakura Aria,Steam,2025-08-14,0.0,0,0,0,0,PC,"Adventure, Simulation"
Frog & Blade,Steam,2025-08-14,0.0,0,0,0,0,PC,"Indie, Adventure"
Hentai Elarin,Steam,2025-08-14,0.0,0,0,0,0,PC,"Casual, Indie, Sports"
Voxelgram 2,Steam,2025-08-14,0.0,0,0,0,0,"PC, Linux","Casual, Strategy, Indie"
Casual Sport Series: Badminton,Steam,2025-07-11,0.0,0,0,0,0,PC,"Casual, Sports"
Vertex,Steam,2025-08-14,0.0,0,0,0,0,PC,"Casual, Strategy, Indie, Action"
A Soldier's Struggle,Steam,2025-08-14,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie"
BROK the InvestiGator Complete,GOG,2025-08-12,0.0,0,0,0,0,"PC, Apple Macintosh, Linux",
cube hits corner,Steam,2025-07-12,0.0,0,0,0,0,PC,Casual
Cupig's Key Collectathon,Steam,2025-07-12,0.0,0,0,0,0,PC,"Casual, Indie, Adventure"
The Simple Balance,Steam,2025-07-12,0.0,0,0,0,0,PC,"Indie, Strategy, Adventure, RPG"
Scope Battle Royale,Steam,2025-07-12,0.0,0,0,0,0,PC,"Strategy, Indie, Action"
​Shattered Lands (破碎之地),Steam,2025-07-12,0.0,0,0,0,0,PC,"Strategy, Indie, Action"
挂机工厂 AFK Industarry,Steam,2025-07-12,0.0,0,0,0,0,PC,Simulation
Farm Chicken,Steam,2025-07-12,0.0,0,0,0,0,PC,"Casual, Indie, Action, Simulation"
Psychic Ward: Kill The Seven King Dragon,Steam,2025-07-12,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Cube1 vs Cube2,Steam,2025-07-12,0.0,0,0,0,0,PC,"Casual, Strategy, Indie, Action"
The Femdom Facesitting War,Steam,2025-07-11,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, Simulation"
Votica,Steam,2025-07-11,0.0,0,0,0,0,PC,"Strategy, Indie"
Nightlings,Steam,2025-07-11,0.0,0,0,0,0,PC,"Strategy, Indie, Simulation"
Griffin 「グリフォン」,Steam,2025-07-11,0.0,0,0,0,0,PC,"Adventure, Action"
Our Doomed Bunker,Steam,2025-07-11,0.0,0,0,0,0,PC,"Indie, Action"
Kick Yourself On,Steam,2025-07-11,0.0,0,0,0,0,PC,Strategy
This Ship Goes Brrr,Steam,2025-07-11,0.0,0,0,0,0,"PC, Linux","Casual, Indie, Action"
SUPER STRIPE,Steam,2025-07-11,0.0,0,0,0,0,PC,"Indie, Action"
Talents,Steam,2025-07-13,0.0,0,0,0,0,"PC, Linux","Casual, Indie, Simulation"
The Maze Survivor: The 9th Entrants,Steam,2025-07-13,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Zombie Jazz,Steam,2025-07-11,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
IlhaZ,Steam,2025-07-13,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
Joe and the Lost Pixels,Steam,2025-07-10,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
The Sacred Six Crystal: A Hero's Journey,Steam,2025-07-10,0.0,0,0,0,0,PC,"Adventure, Action, RPG, Casual, Indie"
Dragon Conqueror,Steam,2025-07-11,0.0,0,0,0,0,PC,Adventure
Carnage Battle Arena,Steam,2025-07-11,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Racing, Action, Sports"
Only Up To Space,Steam,2025-07-11,0.0,0,0,0,0,PC,"Adventure, Action, Casual, Strategy, Simulation, Indie"
Paradise Sea,Steam,2025-07-11,0.0,0,0,0,0,PC,"Indie, Adventure"
"your wife, mother and daughter",Steam,2025-07-11,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
